sigma_patient_squared,sigma_patient
3.3842835659761765,1.839642238582322
1.5231360919718093,1.2341539984830943
2.6748085809657844,1.635484203826434
2.5182163956950445,1.5868889046480363
1.817991870689636,1.34832928867159
1.3357650939632186,1.155753041944177
1.461662860103278,1.2089924979516118
1.2690628748498105,1.1265269081783225
1.5650326740712617,1.2510126594368507
1.4648063984456205,1.2102918649836578
2.0150895122955337,1.4195384856690338
1.7240087316852417,1.3130151300290647
1.6657044434234078,1.2906217274722318
1.3721640166901454,1.171394048426978
1.4517033149664351,1.204866513339314
1.1939310171040756,1.092671504663719
1.9020390634846358,1.3791443229352887
1.731745845156507,1.3159581471902924
1.4674764249365384,1.2113944134494505
1.3592968516160642,1.1658888676096295
1.829578228107267,1.352619025486211
1.2811918531526245,1.1318974569953872
1.3277237135088598,1.1522689414840876
1.5172092238813863,1.2317504714354228
3.225577278219478,1.7959892199619345
1.0783323191436045,1.038427811233696
1.3202210827883458,1.1490087392132167
1.9991757287772902,1.4139221084548081
1.5012268457906293,1.2252456267176102
1.8146997325199135,1.3471079142072893
1.3404104918391884,1.1577609821717039
2.0415621228289855,1.428832433432621
2.1082935532486675,1.4519964026293823
1.1935441862281162,1.0924944788089852
0.9618839747847271,0.9807568377455887
1.4492601352181789,1.203852206551194
1.3750068180843138,1.1726068471931732
1.1173639993896494,1.057054397554662
1.3516948885333433,1.162624138977573
1.283233635214989,1.132799026842356
2.62285617728668,1.619523441413146
1.9950595179018793,1.4124657581342916
1.6946345369053653,1.3017812938068227
1.4592895498457836,1.208010575221005
2.21714063822182,1.4890065944185136
2.117443609424325,1.4551438449254166
1.4084031292977501,1.1867616143513195
1.409257110703194,1.187121354665644
1.9145357625363328,1.3836675043291047
2.355637339837375,1.5348085678146883
1.3934256264813587,1.1804345074934732
1.544871200392898,1.2429284775854554
1.5197702589209505,1.2327896247620478
1.1913698953156169,1.0914989213533914
0.8657277157902195,0.9304449020711648
0.9123159487891366,0.95515231706212
2.252278001149077,1.5007591416176937
0.9433832709482515,0.9712791930996213
0.800368746898126,0.894633303034336
1.5558178982032238,1.2473242955235113
1.0166940832626523,1.0083124928625313
1.1204910626454212,1.0585325042932887
1.1429309245310664,1.0690794753109174
2.2842902297975725,1.5113868564327178
2.494827185930697,1.5795021956080646
1.521754313644845,1.2335940635577187
1.1919840028989428,1.091780198986473
1.1781137508333688,1.085409485324948
1.2066316593129733,1.098467869039861
1.6290446030812342,1.276340316326815
1.5093791101197984,1.2285679102596643
2.2152694772967623,1.4883781365287392
1.926818543808474,1.38809889554328
2.0462818618792653,1.4304830868903222
1.7393931839687984,1.318860562746797
1.3086601088125804,1.1439668302938597
1.8011210967793532,1.3420585295654408
1.4612555302761507,1.2088240278370341
2.138238631102609,1.4622717364096898
2.0092809488631636,1.4174910754086474
1.2902869173134959,1.1359079704419262
1.525638780565392,1.235167511135794
1.4594352919204305,1.2080708968932372
1.6154214549626633,1.2709923111343606
1.7497112464270053,1.3227665124378547
1.721500271743225,1.3120595534285877
1.8178875264353862,1.3482905942100858
0.9704851439124544,0.9851320438968851
2.1384276002346847,1.462336349898574
0.8709141002415546,0.933227785828066
1.3767337697903255,1.1733429889807692
1.4237552771654818,1.193212167707605
1.4380628328476106,1.199192575380456
1.827516744401097,1.3518567765858545
0.9744474177371688,0.9871410323439953
1.4408957715455828,1.200373180117576
1.3186819493790773,1.1483387781395686
1.311296124784939,1.1451183889820908
1.243764932160026,1.115242095762183
0.8652604499489323,0.9301937701086437
0.9362865004439523,0.9676189851609736
1.478899211027282,1.2161000004223674
1.1601458457961662,1.0771006665099443
1.0510828199747764,1.02522330249306
2.088540384085243,1.445178322590414
1.3275612447738885,1.1521984398418046
0.9604593999142187,0.9800303056100963
0.962347117781247,0.980992924429757
0.8074928005490479,0.8986060318899757
1.3595934122216717,1.166016042866337
1.37189949280046,1.1712811331189708
1.6989960172363667,1.3034554143645907
1.438199122897854,1.1992493997904914
1.3975786993007766,1.182192327542679
2.0030177028328833,1.4152800792892137
1.8858090954187257,1.3732476453352198
1.7679855967093325,1.3296561949275958
2.3414000072907664,1.5301633923508844
2.383639607279096,1.5439040149177332
2.8178556782999427,1.6786469784621014
1.388713739127547,1.1784369898842904
1.270182043922809,1.1270235329942357
1.7249181280675778,1.3133613851745367
2.370461688534485,1.5396303739971113
1.4322599802260443,1.1967706464590633
1.3041661511934832,1.1420009418531507
1.9987239035344775,1.4137623221512439
1.2200802601461236,1.1045724331822353
1.710634285394352,1.3079121856586367
0.9461174936506825,0.9726857116513445
1.0611745409387403,1.0301332636793845
2.343847633120234,1.5309629757509597
1.207011786774714,1.098640881623615
0.9737611984300576,0.9867933919671623
1.9259801242018841,1.3877968598472488
1.890457475629376,1.3749390806975326
0.7842145378786477,0.885558884478411
1.7441928954514785,1.3206789524526688
1.2261708597640508,1.1073259952534533
2.0814150841313093,1.4427110189262815
1.1694445828246387,1.0814086104820133
1.4290600043357393,1.1954329777681973
1.5871086932874985,1.259805021932957
1.6645791203571936,1.2901856921998451
0.8880558833975355,0.9423671701611509
1.9210146537421757,1.386006729327883
2.060373600879104,1.4354001535735963
1.9707065301480617,1.4038185531428418
1.1069695728838687,1.0521262152821156
1.4142512413943387,1.189222956974149
1.9900418807187805,1.4106884421156858
1.4213290562657936,1.192195057977424
1.234291817872537,1.1109868666516887
1.0971364856452825,1.0474428316835638
1.0815322442618915,1.0399674246157384
1.5570036795341575,1.247799534995168
0.8975064136435421,0.947368151060369
1.4637793718703014,1.209867501782861
1.4340704955027936,1.1975268245441493
1.5803017062327591,1.2571005155645905
2.0714736669091707,1.4392615005304528
1.2613352171967205,1.1230918115616018
1.5093631124279647,1.2285613995352307
1.6415747248718213,1.2812395267364418
1.336448309635985,1.156048575811581
1.1133951319931454,1.055175403425016
1.2348630764882444,1.1112439320366363
2.06640686394542,1.4375002135462172
2.1763362485199846,1.4752410814914234
2.4530241807307407,1.5662133254224153
1.4170771700503024,1.1904105048470894
1.171409278526575,1.0823166258200856
2.3873132340956205,1.5450932768268784
1.1529870574056638,1.0737723489667927
2.158644824561391,1.4692327332867965
2.080918145786733,1.4425387848466096
0.9868813841991355,0.9934190375662908
1.5284794599093166,1.2363168929968225
1.5781405121787566,1.256240626702845
0.9398777276451021,0.9694729122802257
2.244310402681202,1.4981022670970103
1.3501236108074663,1.1619481962667124
1.1583303871429982,1.0762575840118378
1.512211286502555,1.2297200032944715
1.5234256367276797,1.2342712978627024
1.4345518428633506,1.1977277832894044
0.9339595159543261,0.9664158090358033
3.036041932329164,1.7424241539674443
3.1649287653913816,1.7790246668867133
1.7424820766718834,1.3200310892823257
1.3226492416094844,1.1500648858257887
1.7385124154728082,1.3185266077985716
1.6471585439479028,1.2834167460135086
1.6191161419205116,1.272444946518517
1.3194385594262914,1.1486681676734545
2.057009514014189,1.4342278459206503
1.0355583926278509,1.0176238954681887
1.6889612505260378,1.2996004195621198
2.615248294145796,1.6171729326654574
2.304370086182455,1.5180151798260961
0.962491865654914,0.9810666978625429
1.0073286167621514,1.0036576192916344
3.3236058792084227,1.8230759389582274
2.1690664614095936,1.4727750885351074
2.5579398144812804,1.5993560624455332
3.188612551711842,1.785668656753498
1.9388573910067837,1.3924285945809873
1.626349697472735,1.2752841634211314
1.6568133163030518,1.2871726054818957
2.329573569372548,1.5262940638594347
2.6708638528859057,1.6342777771498656
1.1941425938641665,1.0927683166454665
1.3130112028034693,1.1458670092133159
2.347453631144198,1.532140212625528
1.147881335181557,1.0713922415164099
2.08054249785258,1.4424085752145888
1.236607166521273,1.1120284018500934
1.3575131494379717,1.1651236627233916
1.2753676852615186,1.129321781097628
1.6336712198935643,1.2781514855030152
1.302019951661061,1.1410608886738083
1.2586766164272263,1.1219075792716735
1.756530423072363,1.3253416250432803
2.329565643962073,1.5262914675651151
2.2285219888744527,1.4928234955527906
2.142112480742736,1.4635957367875652
1.2258601533277431,1.1071856905360289
1.5043154060406212,1.2265053632335332
1.4592606466752804,1.207998612033673
1.2037683673982615,1.0971637833059664
1.5424805878172654,1.2419664197623321
1.186349557964156,1.0891967489687784
1.6644960221935081,1.2901534878430194
1.4921146447977214,1.2215214467203273
2.071031399877523,1.439107848591454
1.0410266753598376,1.0203071475589287
1.8712192255068962,1.367925153474011
1.3284468476655626,1.152582685825864
1.4387521524168725,1.1994799508190508
1.7602243537214053,1.3267344699379018
1.1454159628835234,1.0702410769931807
1.5135342269744128,1.230257788828997
1.3849425029789937,1.1768358011970037
1.4190010563078996,1.1912183075775404
2.023407992099245,1.4224654625330082
2.2230424793362196,1.4909870822164153
1.5426268045025955,1.2420252833588354
1.7627696953609022,1.3276933739990202
1.4941129291388897,1.2223391219865662
1.1202527898208936,1.058419949651788
1.9059779542295388,1.3805716041660203
1.8737575416245897,1.3688526369279455
1.3566577312635975,1.1647565115781056
1.373085122350484,1.1717871489099392
1.947498175692451,1.3955279200691224
1.4329722790907553,1.1970682015201788
