"Gene_ID","Module","Intramodular_Connectivity","Extramodular_Connectivity","Total_Connectivity","Is_Hub"
"Zm00001d001763","red",6.61782204993503,6.49094109300739,13.1087631429424,FALSE
"Zm00001d001766","brown",2.55342165115266,2.29344077525443,4.84686242640709,FALSE
"Zm00001d001770","blue",7.25143854042335,7.87523251309767,15.126671053521,FALSE
"Zm00001d001774","red",0.401082750140755,1.04327762446887,1.44436037460962,FALSE
"Zm00001d001779","turquoise",11.8281980056694,5.65244641017055,17.48064441584,FALSE
"Zm00001d001781","green",4.31157260066269,6.696104335674,11.0076769363367,FALSE
"Zm00001d001784","red",4.065535124155,12.6960487243555,16.7615838485105,FALSE
"Zm00001d001786","blue",2.92184296000661,3.37757822907093,6.29942118907754,FALSE
"Zm00001d001790","black",2.33879879454556,5.30979705782196,7.64859585236752,FALSE
"Zm00001d001791","blue",0.418098479017341,0.218125658928287,0.636224137945627,FALSE
"Zm00001d001796","brown",0.348471571658379,0.672564200562416,1.0210357722208,FALSE
"Zm00001d001800","brown",19.3993301216603,8.1679768308759,27.5673069525362,FALSE
"Zm00001d001804","blue",0.971934630278219,1.85522245429417,2.82715708457239,FALSE
"Zm00001d001806","blue",5.94185937954139,1.3740649030474,7.31592428258879,FALSE
"Zm00001d001811","turquoise",5.36385365075749,7.98289403779023,13.3467476885477,FALSE
"Zm00001d001813","brown",10.988277330595,10.9924971068904,21.9807744374854,FALSE
"Zm00001d001820","turquoise",7.03375729729376,7.77486580714941,14.8086231044432,FALSE
"Zm00001d001824","green",2.41873508257136,3.02323826796557,5.44197335053694,FALSE
"Zm00001d001825","blue",0.49732903328631,0.961075572201104,1.45840460548741,FALSE
"Zm00001d001826","yellow",2.69511238121669,4.89029096223774,7.58540334345444,FALSE
"Zm00001d001827","yellow",2.19571673258668,6.6675615985847,8.86327833117138,FALSE
"Zm00001d001828","turquoise",2.97655597160055,2.59805172233351,5.57460769393406,FALSE
"Zm00001d001832","blue",3.42256680053812,0.902429172349701,4.32499597288782,FALSE
"Zm00001d001834","turquoise",15.4094048075523,12.4680044349866,27.8774092425389,FALSE
"Zm00001d001835","turquoise",16.757187164527,12.8770736393777,29.6342608039047,FALSE
"Zm00001d001837","black",1.0477404306784,2.13913471999486,3.18687515067326,FALSE
"Zm00001d001838","blue",5.53022227893425,4.61186420886769,10.1420864878019,FALSE
"Zm00001d001841","blue",30.1887683410562,0.71622733695985,30.9049956780161,TRUE
